"numero de elemento","elemento"
"0","1210"
"1","1849"
"2","1040"
"3","373"
"4","228"
"5","96"
"6","210"
"7","1252"
"8","1640"
"9","345"
"10","1049"
"11","1266"
"12","1948"
"13","758"
"14","1500"
"15","22"
"16","301"
"17","329"
"18","1993"
"19","1421"
"20","984"
"21","399"
"22","1401"
"23","1208"
"24","1813"
"25","423"
"26","1518"
"27","1300"
"28","685"
"29","62"
"30","441"
"31","1172"
"32","1420"
"33","856"
"34","393"
"35","1661"
"36","961"
"37","1052"
"38","1774"
"39","1070"
"40","1843"
"41","892"
"42","1643"
"43","1913"
"44","606"
"45","1072"
"46","249"
"47","1714"
"48","459"
"49","1966"
"50","376"
"51","1332"
"52","1757"
"53","1368"
"54","160"
"55","842"
"56","1960"
"57","1539"
"58","1830"
"59","321"
"60","716"
"61","1311"
"62","219"
"63","1383"
"64","31"
"65","7"
"66","270"
"67","1471"
"68","1080"
"69","23"
"70","210"
"71","101"
"72","1783"
"73","1877"
"74","874"
"75","1864"
"76","51"
"77","702"
"78","1616"
"79","1337"
"80","1548"
"81","1774"
"82","1237"
"83","1087"
"84","702"
"85","1178"
"86","355"
"87","1556"
"88","375"
"89","1886"
"90","782"
"91","1855"
"92","271"
"93","1582"
"94","1928"
"95","1406"
"96","502"
"97","1163"
"98","1796"
"99","528"
"100","1741"
"101","1829"
"102","755"
"103","1101"
"104","970"
"105","1159"
"106","970"
"107","1715"
"108","494"
"109","932"
"110","1909"
"111","1086"
"112","1395"
"113","1547"
"114","260"
"115","1426"
"116","815"
"117","809"
"118","963"
"119","1992"
"120","902"
"121","1164"
"122","120"
"123","1539"
"124","1964"
"125","1824"
"126","1654"
"127","398"
"128","423"
"129","1128"
"130","1550"
"131","372"
"132","1106"
"133","810"
"134","53"
"135","203"
"136","846"
"137","1783"
"138","560"
"139","925"
"140","1556"
"141","837"
"142","332"
"143","1397"
"144","1846"
"145","1979"
"146","122"
"147","1795"
"148","1651"
"149","1785"
"150","167"
"151","1948"
"152","569"
"153","338"
"154","490"
"155","17"
"156","100"
"157","983"
"158","823"
"159","969"
"160","85"
"161","241"
"162","1184"
"163","1998"
"164","1550"
"165","1978"
"166","1083"
"167","961"
"168","1929"
"169","1608"
"170","1311"
"171","315"
"172","1640"
"173","583"
"174","1448"
"175","226"
"176","600"
"177","1138"
"178","346"
"179","932"
"180","1199"
"181","878"
"182","802"
"183","1986"
"184","148"
"185","1331"
"186","855"
"187","1500"
"188","861"
"189","536"
"190","240"
"191","501"
"192","1987"
"193","730"
"194","1807"
"195","1923"
"196","1395"
"197","888"
"198","379"
"199","821"
"200","1582"
"201","238"
"202","1595"
"203","97"
"204","1903"
"205","1292"
"206","110"
"207","489"
"208","76"
"209","1747"
"210","952"
"211","985"
"212","246"
"213","1708"
"214","1159"
"215","1568"
"216","699"
"217","340"
"218","1748"
"219","1017"
"220","219"
"221","1799"
"222","1364"
"223","117"
"224","391"
"225","312"
"226","1870"
"227","1142"
"228","1733"
"229","1322"
"230","1847"
"231","1242"
"232","1040"
"233","814"
"234","537"
"235","1730"
"236","509"
"237","1786"
"238","1970"
"239","1391"
"240","1704"
"241","498"
"242","1465"
"243","728"
"244","157"
"245","1558"
"246","459"
"247","921"
"248","786"
"249","920"
"250","1219"
"251","396"
"252","1281"
"253","1960"
"254","921"
"255","813"
"256","1220"
"257","622"
"258","289"
"259","828"
"260","1193"
"261","738"
"262","772"
"263","596"
"264","965"
"265","1451"
"266","860"
"267","371"
"268","885"
"269","1299"
"270","1512"
"271","1798"
"272","1471"
"273","292"
"274","527"
"275","995"
"276","1031"
"277","1922"
"278","1074"
"279","1426"
"280","1213"
"281","1523"
"282","154"
"283","1752"
"284","1268"
"285","63"
"286","753"
"287","1601"
"288","1294"
"289","176"
"290","12"
"291","1737"
"292","1426"
"293","1670"
"294","1477"
"295","1672"
"296","944"
"297","1082"
"298","1528"
"299","680"
"300","859"
"301","605"
"302","963"
"303","1620"
"304","661"
"305","1676"
"306","1360"
"307","174"
"308","681"
"309","1666"
"310","847"
"311","93"
"312","65"
"313","1514"
"314","1340"
"315","418"
"316","1207"
"317","303"
"318","1249"
"319","453"
"320","1097"
"321","643"
"322","228"
"323","1169"
"324","198"
"325","1464"
"326","1760"
"327","1704"
"328","228"
"329","814"
"330","945"
"331","1332"
"332","500"
"333","1466"
"334","969"
"335","1116"
"336","1390"
"337","1455"
"338","880"
"339","1327"
"340","1638"
"341","1579"
"342","392"
"343","1504"
"344","1872"
"345","1857"
"346","846"
"347","1261"
"348","191"
"349","1278"
"350","476"
"351","1614"
"352","169"
"353","346"
"354","204"
"355","711"
"356","1894"
"357","205"
"358","151"
"359","906"
"360","199"
"361","876"
"362","540"
"363","652"
"364","1892"
"365","1903"
"366","1420"
"367","1266"
"368","30"
"369","1552"
"370","769"
"371","184"
"372","627"
"373","1"
"374","367"
"375","1837"
"376","15"
"377","298"
"378","1267"
"379","1743"
"380","1663"
"381","1135"
"382","648"
"383","62"
"384","1441"
"385","1786"
"386","584"
"387","352"
"388","1640"
"389","1578"
"390","1023"
"391","225"
"392","1452"
"393","727"
"394","1500"
"395","1668"
"396","206"
"397","1088"
"398","1713"
"399","186"
"400","601"
"401","1283"
"402","1753"
"403","893"
"404","1363"
"405","1608"
"406","1385"
"407","1418"
"408","1954"
"409","1691"
"410","223"
"411","586"
"412","1788"
"413","197"
"414","551"
"415","1291"
"416","199"
"417","1686"
"418","557"
"419","671"
"420","128"
"421","1665"
"422","1452"
"423","769"
"424","1927"
"425","1571"
"426","709"
"427","511"
"428","710"
"429","641"
"430","1979"
"431","1784"
"432","418"
"433","1997"
"434","171"
"435","1460"
"436","987"
"437","1396"
"438","362"
"439","1706"
"440","174"
"441","568"
"442","1670"
"443","1906"
"444","553"
"445","1733"
"446","814"
"447","1288"
"448","334"
"449","1762"
"450","1886"
"451","105"
"452","49"
"453","1991"
"454","1458"
"455","1774"
"456","828"
"457","1573"
"458","1723"
"459","1538"
"460","1186"
"461","725"
"462","1616"
"463","705"
"464","1935"
"465","417"
"466","1164"
"467","1295"
"468","1246"
"469","521"
"470","1381"
"471","1393"
"472","1013"
"473","1444"
"474","1165"
"475","828"
"476","251"
"477","324"
"478","1857"
"479","1129"
"480","762"
"481","1667"
"482","1759"
"483","1586"
"484","1008"
"485","1903"
"486","596"
"487","924"
"488","879"
"489","176"
"490","3"
"491","1088"
"492","755"
"493","1378"
"494","1634"
"495","1848"
"496","132"
"497","948"
"498","47"
"499","338"
