"numero de elemento","elemento"
"0","2774"
"1","2134"
"2","1405"
"3","5737"
"4","4246"
"5","1173"
"6","3977"
"7","2585"
"8","814"
"9","5184"
"10","5849"
"11","5697"
"12","3806"
"13","5179"
"14","3214"
"15","3080"
"16","3231"
"17","2347"
"18","4690"
"19","3821"
"20","2678"
"21","2829"
"22","3350"
"23","483"
"24","1285"
"25","2179"
"26","1848"
"27","521"
"28","5953"
"29","2524"
"30","1520"
"31","4837"
"32","1118"
"33","1199"
"34","392"
"35","4540"
"36","4310"
"37","1908"
"38","5996"
"39","5408"
"40","2280"
"41","399"
"42","3863"
"43","5255"
"44","365"
"45","4026"
"46","5389"
"47","3716"
"48","326"
"49","5565"
"50","5415"
"51","356"
"52","4098"
"53","2013"
"54","5161"
"55","3943"
"56","3724"
"57","4238"
"58","2496"
"59","4824"
"60","2512"
"61","4582"
"62","4551"
"63","5867"
"64","2558"
"65","5824"
"66","4472"
"67","1859"
"68","5175"
"69","394"
"70","2399"
"71","5117"
"72","613"
"73","1483"
"74","1002"
"75","4332"
"76","2119"
"77","1236"
"78","4637"
"79","2641"
"80","3081"
"81","3666"
"82","227"
"83","7"
"84","4962"
"85","2653"
"86","1199"
"87","249"
"88","1591"
"89","5601"
"90","4351"
"91","2449"
"92","1469"
"93","310"
"94","386"
"95","5341"
"96","1947"
"97","4878"
"98","4368"
"99","5391"
"100","5086"
"101","3482"
"102","5176"
"103","5234"
"104","2199"
"105","3561"
"106","1655"
"107","2821"
"108","2607"
"109","1854"
"110","1380"
"111","469"
"112","4218"
"113","1965"
"114","4313"
"115","1019"
"116","3513"
"117","1635"
"118","1755"
"119","3534"
"120","3178"
"121","5087"
"122","2890"
"123","2199"
"124","1050"
"125","3376"
"126","5892"
"127","2864"
"128","2906"
"129","156"
"130","3556"
"131","2359"
"132","4959"
"133","970"
"134","4121"
"135","2789"
"136","2307"
"137","2156"
"138","1697"
"139","1717"
"140","5210"
"141","3805"
"142","1316"
"143","2003"
"144","2367"
"145","4147"
"146","3996"
"147","4851"
"148","5708"
"149","977"
"150","1970"
"151","3691"
"152","264"
"153","940"
"154","5812"
"155","4926"
"156","5195"
"157","5032"
"158","4434"
"159","3734"
"160","5453"
"161","3806"
"162","3673"
"163","3965"
"164","2861"
"165","460"
"166","3063"
"167","2472"
"168","3486"
"169","4697"
"170","2524"
"171","481"
"172","2843"
"173","2035"
"174","2801"
"175","1359"
"176","5370"
"177","4823"
"178","4803"
"179","1252"
"180","879"
"181","5948"
"182","2536"
"183","4755"
"184","103"
"185","3053"
"186","514"
"187","4780"
"188","4933"
"189","1793"
"190","3345"
"191","165"
"192","4218"
"193","1177"
"194","562"
"195","2006"
"196","5981"
"197","3765"
"198","3909"
"199","401"
"200","3306"
"201","3779"
"202","5421"
"203","5581"
"204","2694"
"205","3253"
"206","4465"
"207","3614"
"208","5793"
"209","3710"
"210","2351"
"211","1442"
"212","2276"
"213","1849"
"214","1968"
"215","5082"
"216","1066"
"217","4901"
"218","4679"
"219","4195"
"220","651"
"221","609"
"222","3714"
"223","4992"
"224","580"
"225","3488"
"226","307"
"227","5430"
"228","5538"
"229","1945"
"230","4009"
"231","1523"
"232","5596"
"233","3070"
"234","5831"
"235","972"
"236","5857"
"237","215"
"238","3574"
"239","914"
"240","2919"
"241","1019"
"242","5094"
"243","5920"
"244","530"
"245","2474"
"246","5791"
"247","2100"
"248","5285"
"249","105"
"250","1111"
"251","2567"
"252","531"
"253","4154"
"254","2332"
"255","411"
"256","1390"
"257","280"
"258","720"
"259","1744"
"260","3073"
"261","2236"
"262","1333"
"263","3459"
"264","1721"
"265","1087"
"266","3614"
"267","5651"
"268","237"
"269","4605"
"270","517"
"271","2769"
"272","2591"
"273","5298"
"274","3899"
"275","5219"
"276","3851"
"277","5252"
"278","3066"
"279","277"
"280","3900"
"281","5644"
"282","502"
"283","2542"
"284","4814"
"285","2562"
"286","4402"
"287","5210"
"288","3742"
"289","5572"
"290","3406"
"291","4377"
"292","5677"
"293","1266"
"294","3438"
"295","5523"
"296","1827"
"297","3961"
"298","3670"
"299","3846"
"300","2945"
"301","1003"
"302","1106"
"303","3150"
"304","367"
"305","5192"
"306","2994"
"307","335"
"308","4228"
"309","59"
"310","1123"
"311","242"
"312","5651"
"313","5106"
"314","5736"
"315","5514"
"316","5762"
"317","331"
"318","3463"
"319","2674"
"320","1607"
"321","616"
"322","2576"
"323","1237"
"324","1659"
"325","2863"
"326","2968"
"327","409"
"328","4368"
"329","4209"
"330","1492"
"331","3576"
"332","1263"
"333","4613"
"334","4161"
"335","2477"
"336","393"
"337","3056"
"338","928"
"339","3160"
"340","1424"
"341","3650"
"342","2222"
"343","4541"
"344","3838"
"345","3424"
"346","370"
"347","1807"
"348","1683"
"349","2730"
"350","5632"
"351","3573"
"352","5708"
"353","3193"
"354","4442"
"355","4055"
"356","5390"
"357","5095"
"358","4214"
"359","231"
"360","5715"
"361","5770"
"362","5323"
"363","4910"
"364","3083"
"365","1262"
"366","5973"
"367","1362"
"368","3491"
"369","5790"
"370","1848"
"371","4721"
"372","4835"
"373","1647"
"374","4193"
"375","1724"
"376","753"
"377","1274"
"378","2759"
"379","3363"
"380","1940"
"381","4211"
"382","2337"
"383","1945"
"384","3379"
"385","666"
"386","1825"
"387","4564"
"388","2107"
"389","2254"
"390","2462"
"391","755"
"392","5567"
"393","233"
"394","3359"
"395","940"
"396","1818"
"397","5628"
"398","4531"
"399","1937"
"400","5184"
"401","4119"
"402","5374"
"403","2110"
"404","3522"
"405","853"
"406","5454"
"407","3058"
"408","4705"
"409","4034"
"410","12"
"411","5448"
"412","4746"
"413","4778"
"414","3949"
"415","305"
"416","5759"
"417","2880"
"418","872"
"419","3583"
"420","4966"
"421","4423"
"422","5570"
"423","4704"
"424","1994"
"425","977"
"426","2853"
"427","5989"
"428","303"
"429","673"
"430","4383"
"431","4238"
"432","3876"
"433","1903"
"434","3847"
"435","4885"
"436","1265"
"437","3239"
"438","2618"
"439","1459"
"440","4752"
"441","4766"
"442","5123"
"443","3938"
"444","1576"
"445","5075"
"446","5338"
"447","2833"
"448","1459"
"449","2238"
"450","2291"
"451","1293"
"452","2162"
"453","5992"
"454","1271"
"455","4418"
"456","1319"
"457","5910"
"458","3312"
"459","5358"
"460","2111"
"461","5907"
"462","3965"
"463","5230"
"464","3811"
"465","5672"
"466","181"
"467","5912"
"468","3555"
"469","3083"
"470","3769"
"471","2820"
"472","627"
"473","5618"
"474","4162"
"475","5159"
"476","3778"
"477","1554"
"478","1722"
"479","2109"
"480","5333"
"481","1368"
"482","1510"
"483","770"
"484","1827"
"485","1747"
"486","4833"
"487","1710"
"488","4937"
"489","4716"
"490","2788"
"491","1835"
"492","3982"
"493","4260"
"494","2272"
"495","3828"
"496","1344"
"497","3480"
"498","5198"
"499","507"
"500","3981"
"501","2835"
"502","2894"
"503","3543"
"504","126"
"505","2673"
"506","5117"
"507","4105"
"508","4046"
"509","587"
"510","3858"
"511","521"
"512","648"
"513","3747"
"514","1238"
"515","2706"
"516","3710"
"517","5918"
"518","899"
"519","5782"
"520","5686"
"521","457"
"522","21"
"523","4911"
"524","4015"
"525","5897"
"526","2126"
"527","2916"
"528","2001"
"529","2803"
"530","1574"
"531","2148"
"532","178"
"533","2372"
"534","5311"
"535","3425"
"536","389"
"537","5343"
"538","1846"
"539","764"
"540","2078"
"541","1601"
"542","5061"
"543","4410"
"544","1424"
"545","3442"
"546","2006"
"547","3504"
"548","4391"
"549","2683"
"550","5234"
"551","576"
"552","3137"
"553","1918"
"554","2136"
"555","5951"
"556","1094"
"557","2422"
"558","297"
"559","418"
"560","729"
"561","1996"
"562","1615"
"563","1637"
"564","711"
"565","4163"
"566","814"
"567","391"
"568","541"
"569","2609"
"570","4755"
"571","4934"
"572","3926"
"573","1994"
"574","3673"
"575","1698"
"576","3585"
"577","2746"
"578","4410"
"579","3985"
"580","2689"
"581","207"
"582","5106"
"583","2414"
"584","3390"
"585","1729"
"586","5616"
"587","4767"
"588","2312"
"589","5423"
"590","4230"
"591","5250"
"592","1052"
"593","2087"
"594","5295"
"595","4386"
"596","1168"
"597","4514"
"598","5120"
"599","5740"
"600","4920"
"601","2634"
"602","3511"
"603","5720"
"604","1899"
"605","5992"
"606","304"
"607","855"
"608","4047"
"609","2462"
"610","1687"
"611","1688"
