"numero de elemento","elemento"
"6999","9998"
"6998","9997"
"6997","9989"
"6996","9988"
"6995","9986"
"6994","9985"
"6993","9984"
"6992","9984"
"6991","9982"
"6990","9981"
"6989","9978"
"6988","9976"
"6987","9975"
"6986","9975"
"6985","9975"
"6984","9974"
"6983","9971"
"6982","9969"
"6981","9965"
"6980","9965"
"6979","9963"
"6978","9962"
"6977","9960"
"6976","9960"
"6975","9959"
"6974","9957"
"6973","9955"
"6972","9955"
"6971","9955"
"6970","9954"
"6969","9953"
"6968","9952"
"6967","9950"
"6966","9950"
"6965","9948"
"6964","9948"
"6963","9948"
"6962","9947"
"6961","9946"
"6960","9946"
"6959","9946"
"6958","9943"
"6957","9941"
"6956","9939"
"6955","9935"
"6954","9933"
"6953","9932"
"6952","9931"
"6951","9930"
"6950","9930"
"6949","9928"
"6948","9928"
"6947","9928"
"6946","9926"
"6945","9925"
"6944","9924"
"6943","9923"
"6942","9918"
"6941","9916"
"6940","9916"
"6939","9911"
"6938","9907"
"6937","9906"
"6936","9905"
"6935","9904"
"6934","9902"
"6933","9901"
"6932","9901"
"6931","9900"
"6930","9900"
"6929","9898"
"6928","9898"
"6927","9896"
"6926","9893"
"6925","9893"
"6924","9893"
"6923","9892"
"6922","9891"
"6921","9891"
"6920","9890"
"6919","9887"
"6918","9885"
"6917","9882"
"6916","9878"
"6915","9878"
"6914","9872"
"6913","9872"
"6912","9871"
"6911","9870"
"6910","9868"
"6909","9866"
"6908","9865"
"6907","9865"
"6906","9865"
"6905","9864"
"6904","9863"
"6903","9862"
"6902","9860"
"6901","9857"
"6900","9857"
"6899","9855"
"6898","9855"
"6897","9849"
"6896","9847"
"6895","9846"
"6894","9844"
"6893","9844"
"6892","9840"
"6891","9838"
"6890","9836"
"6889","9834"
"6888","9832"
"6887","9831"
"6886","9831"
"6885","9828"
"6884","9825"
"6883","9821"
"6882","9819"
"6881","9816"
"6880","9814"
"6879","9814"
"6878","9813"
"6877","9813"
"6876","9810"
"6875","9809"
"6874","9809"
"6873","9806"
"6872","9805"
"6871","9804"
"6870","9803"
"6869","9803"
"6868","9802"
"6867","9802"
"6866","9801"
"6865","9801"
"6864","9800"
"6863","9800"
"6862","9800"
"6861","9798"
"6860","9798"
"6859","9795"
"6858","9795"
"6857","9793"
"6856","9791"
"6855","9790"
"6854","9790"
"6853","9786"
"6852","9786"
"6851","9785"
"6850","9784"
"6849","9782"
"6848","9782"
"6847","9780"
"6846","9778"
"6845","9778"
"6844","9777"
"6843","9777"
"6842","9775"
"6841","9774"
"6840","9772"
"6839","9768"
"6838","9767"
"6837","9766"
"6836","9765"
"6835","9763"
"6834","9762"
"6833","9762"
"6832","9762"
"6831","9762"
"6830","9761"
"6829","9760"
"6828","9756"
"6827","9756"
"6826","9756"
"6825","9755"
"6824","9754"
"6823","9752"
"6822","9749"
"6821","9748"
"6820","9747"
"6819","9746"
"6818","9745"
"6817","9745"
"6816","9740"
"6815","9734"
"6814","9734"
"6813","9733"
"6812","9731"
"6811","9730"
