"numero de elemento","elemento"
"4999","9998"
"4998","9998"
"4997","9989"
"4996","9988"
"4995","9985"
"4994","9985"
"4993","9984"
"4992","9984"
"4991","9983"
"4990","9982"
"4989","9980"
"4988","9978"
"4987","9977"
"4986","9976"
"4985","9976"
"4984","9976"
"4983","9975"
"4982","9972"
"4981","9970"
"4980","9968"
"4979","9967"
"4978","9964"
"4977","9960"
"4976","9960"
"4975","9959"
"4974","9956"
"4973","9956"
"4972","9956"
"4971","9952"
"4970","9951"
"4969","9948"
"4968","9947"
"4967","9946"
"4966","9945"
"4965","9941"
"4964","9934"
"4963","9933"
"4962","9932"
"4961","9929"
"4960","9929"
"4959","9928"
"4958","9925"
"4957","9925"
"4956","9922"
"4955","9920"
"4954","9914"
"4953","9914"
"4952","9912"
"4951","9907"
"4950","9906"
"4949","9904"
"4948","9899"
"4947","9894"
"4946","9894"
"4945","9888"
"4944","9887"
"4943","9886"
"4942","9883"
"4941","9880"
"4940","9877"
"4939","9876"
"4938","9875"
"4937","9875"
"4936","9873"
"4935","9873"
"4934","9873"
"4933","9870"
"4932","9865"
"4931","9863"
"4930","9862"
"4929","9862"
"4928","9861"
"4927","9858"
"4926","9857"
"4925","9857"
"4924","9855"
"4923","9855"
"4922","9852"
"4921","9849"
"4920","9848"
"4919","9848"
"4918","9847"
"4917","9847"
"4916","9844"
"4915","9842"
"4914","9841"
"4913","9837"
"4912","9836"
"4911","9836"
"4910","9836"
"4909","9831"
"4908","9830"
"4907","9827"
"4906","9827"
"4905","9827"
"4904","9826"
"4903","9825"
"4902","9822"
"4901","9815"
"4900","9814"
"4899","9813"
"4898","9813"
"4897","9807"
"4896","9805"
"4895","9804"
"4894","9803"
"4893","9800"
"4892","9799"
"4891","9794"
"4890","9792"
"4889","9787"
"4888","9787"
"4887","9786"
"4886","9783"
"4885","9778"
"4884","9777"
"4883","9776"
"4882","9774"
"4881","9772"
"4880","9767"
"4879","9766"
"4878","9766"
"4877","9763"
"4876","9759"
"4875","9759"
"4874","9759"
"4873","9758"
"4872","9755"
"4871","9749"
"4870","9747"
"4869","9746"
"4868","9744"
"4867","9738"
"4866","9737"
"4865","9734"
"4864","9734"
"4863","9734"
"4862","9727"
"4861","9726"
"4860","9720"
"4859","9718"
"4858","9716"
"4857","9715"
"4856","9708"
"4855","9698"
"4854","9698"
"4853","9696"
"4852","9694"
"4851","9694"
"4850","9693"
"4849","9693"
"4848","9690"
"4847","9685"
"4846","9685"
"4845","9681"
"4844","9678"
"4843","9674"
"4842","9673"
"4841","9671"
"4840","9669"
"4839","9669"
"4838","9667"
"4837","9665"
"4836","9661"
"4835","9661"
"4834","9660"
"4833","9647"
"4832","9646"
"4831","9646"
"4830","9645"
"4829","9643"
"4828","9640"
"4827","9639"
"4826","9636"
"4825","9634"
"4824","9632"
"4823","9628"
"4822","9624"
"4821","9624"
"4820","9619"
"4819","9619"
"4818","9616"
"4817","9608"
"4816","9607"
"4815","9605"
"4814","9599"
"4813","9597"
"4812","9592"
"4811","9591"
"4810","9588"
"4809","9587"
"4808","9584"
"4807","9582"
"4806","9578"
"4805","9572"
"4804","9572"
"4803","9569"
"4802","9567"
"4801","9565"
"4800","9563"
"4799","9563"
"4798","9562"
"4797","9558"
"4796","9558"
"4795","9555"
"4794","9554"
"4793","9549"
"4792","9549"
"4791","9547"
"4790","9545"
"4789","9544"
"4788","9544"
"4787","9542"
"4786","9542"
"4785","9541"
"4784","9538"
"4783","9535"
"4782","9535"
"4781","9530"
"4780","9527"
"4779","9527"
"4778","9525"
"4777","9524"
"4776","9524"
"4775","9524"
"4774","9521"
"4773","9520"
"4772","9520"
"4771","9517"
"4770","9516"
"4769","9513"
"4768","9508"
"4767","9506"
"4766","9506"
"4765","9504"
"4764","9501"
"4763","9500"
"4762","9498"
"4761","9498"
"4760","9498"
"4759","9497"
"4758","9495"
"4757","9495"
"4756","9493"
"4755","9492"
"4754","9492"
"4753","9491"
"4752","9490"
"4751","9489"
"4750","9489"
"4749","9485"
"4748","9483"
"4747","9482"
"4746","9482"
"4745","9482"
"4744","9479"
"4743","9476"
"4742","9474"
"4741","9473"
"4740","9472"
"4739","9471"
"4738","9469"
"4737","9469"
"4736","9468"
"4735","9467"
"4734","9462"
"4733","9457"
"4732","9455"
"4731","9453"
"4730","9449"
"4729","9444"
"4728","9442"
"4727","9440"
"4726","9435"
"4725","9434"
"4724","9433"
"4723","9433"
"4722","9431"
"4721","9426"
"4720","9423"
"4719","9422"
"4718","9421"
"4717","9419"
"4716","9418"
"4715","9416"
"4714","9414"
"4713","9413"
"4712","9412"
"4711","9409"
"4710","9408"
"4709","9408"
"4708","9407"
"4707","9396"
"4706","9395"
"4705","9393"
"4704","9393"
"4703","9392"
"4702","9390"
"4701","9383"
"4700","9380"
"4699","9378"
"4698","9377"
"4697","9377"
"4696","9376"
"4695","9375"
"4694","9373"
"4693","9368"
"4692","9367"
"4691","9365"
"4690","9364"
"4689","9364"
"4688","9362"
"4687","9360"
"4686","9359"
"4685","9356"
"4684","9355"
"4683","9352"
"4682","9351"
"4681","9345"
"4680","9343"
"4679","9341"
"4678","9341"
"4677","9337"
"4676","9337"
"4675","9335"
"4674","9333"
"4673","9327"
"4672","9326"
"4671","9321"
"4670","9321"
"4669","9319"
"4668","9316"
"4667","9312"
"4666","9312"
"4665","9311"
"4664","9306"
"4663","9305"
"4662","9302"
"4661","9298"
"4660","9296"
"4659","9289"
"4658","9288"
"4657","9285"
"4656","9281"
"4655","9275"
"4654","9274"
"4653","9272"
"4652","9271"
"4651","9271"
"4650","9262"
"4649","9261"
"4648","9261"
"4647","9261"
"4646","9259"
"4645","9252"
"4644","9244"
"4643","9244"
"4642","9242"
"4641","9233"
"4640","9233"
"4639","9233"
"4638","9230"
"4637","9230"
"4636","9229"
"4635","9229"
"4634","9228"
"4633","9225"
"4632","9225"
"4631","9223"
"4630","9221"
"4629","9219"
"4628","9213"
"4627","9209"
"4626","9207"
"4625","9206"
"4624","9205"
"4623","9205"
"4622","9204"
"4621","9201"
"4620","9196"
"4619","9194"
"4618","9189"
"4617","9188"
"4616","9184"
"4615","9183"
"4614","9183"
"4613","9181"
"4612","9179"
"4611","9178"
"4610","9176"
"4609","9175"
"4608","9174"
"4607","9171"
"4606","9165"
"4605","9158"
"4604","9153"
"4603","9152"
"4602","9151"
"4601","9151"
"4600","9147"
"4599","9147"
"4598","9146"
"4597","9139"
"4596","9136"
"4595","9132"
"4594","9132"
"4593","9130"
"4592","9126"
"4591","9120"
"4590","9119"
"4589","9116"
"4588","9111"
"4587","9108"
"4586","9107"
"4585","9105"
"4584","9104"
"4583","9103"
"4582","9102"
"4581","9102"
"4580","9101"
"4579","9101"
"4578","9099"
"4577","9097"
"4576","9097"
"4575","9097"
"4574","9095"
"4573","9094"
"4572","9093"
"4571","9089"
"4570","9089"
"4569","9085"
"4568","9082"
"4567","9080"
"4566","9078"
"4565","9077"
"4564","9076"
"4563","9075"
"4562","9072"
"4561","9071"
"4560","9069"
"4559","9069"
"4558","9068"
"4557","9063"
"4556","9063"
"4555","9061"
"4554","9060"
"4553","9055"
"4552","9055"
"4551","9051"
"4550","9050"
"4549","9050"
"4548","9049"
"4547","9045"
"4546","9044"
"4545","9042"
"4544","9036"
"4543","9035"
"4542","9033"
"4541","9031"
"4540","9028"
"4539","9027"
"4538","9026"
"4537","9026"
"4536","9020"
"4535","9020"
"4534","9015"
"4533","9014"
"4532","9014"
"4531","9013"
"4530","9013"
"4529","9012"
"4528","9011"
"4527","9005"
"4526","9001"
"4525","9000"
"4524","8998"
"4523","8997"
"4522","8992"
"4521","8992"
"4520","8992"
"4519","8988"
"4518","8981"
"4517","8981"
"4516","8980"
"4515","8980"
"4514","8979"
"4513","8976"
"4512","8976"
"4511","8972"
"4510","8967"
"4509","8963"
"4508","8960"
"4507","8956"
"4506","8955"
"4505","8955"
"4504","8952"
"4503","8951"
"4502","8950"
"4501","8950"
"4500","8949"
"4499","8949"
"4498","8945"
"4497","8944"
"4496","8942"
"4495","8938"
"4494","8937"
"4493","8932"
"4492","8931"
"4491","8929"
"4490","8928"
"4489","8924"
"4488","8920"
"4487","8916"
"4486","8914"
"4485","8911"
"4484","8909"
"4483","8908"
"4482","8908"
"4481","8907"
"4480","8906"
"4479","8903"
"4478","8900"
"4477","8900"
"4476","8896"
"4475","8895"
"4474","8894"
"4473","8892"
"4472","8892"
"4471","8891"
"4470","8891"
"4469","8890"
"4468","8888"
