"numero de elemento","elemento"
"0","1606"
"1","425"
"2","2747"
"3","2412"
"4","2317"
"5","914"
"6","2716"
"7","1326"
"8","1766"
"9","3762"
"10","2225"
"11","1035"
"12","2759"
"13","402"
"14","1822"
"15","94"
"16","1247"
"17","2643"
"18","2010"
"19","4177"
"20","473"
"21","1025"
"22","2154"
"23","1139"
"24","2087"
"25","1995"
"26","1608"
"27","1564"
"28","3738"
"29","4563"
"30","1177"
"31","3352"
"32","61"
"33","3616"
"34","965"
"35","998"
"36","1538"
"37","1982"
"38","4351"
"39","2939"
"40","1788"
"41","2879"
"42","1755"
"43","4056"
"44","2715"
"45","232"
"46","3511"
"47","1229"
"48","2526"
"49","554"
"50","3538"
"51","952"
"52","2227"
"53","492"
"54","3266"
"55","798"
"56","3418"
"57","3762"
"58","3426"
"59","2445"
"60","2104"
"61","3292"
"62","2352"
"63","4723"
"64","559"
"65","492"
"66","4292"
"67","3567"
"68","4618"
"69","4933"
"70","1820"
"71","2938"
"72","4421"
"73","2381"
"74","3788"
"75","2641"
"76","3555"
"77","1512"
"78","51"
"79","1338"
"80","2426"
"81","2769"
"82","3745"
"83","3289"
"84","4354"
"85","1044"
"86","2645"
"87","2998"
"88","2739"
"89","4437"
"90","2395"
"91","2380"
"92","2899"
"93","3711"
"94","1634"
"95","4832"
"96","4174"
"97","954"
"98","1052"
"99","4004"
"100","4760"
"101","4636"
"102","4782"
"103","3903"
"104","2334"
"105","859"
"106","3415"
"107","2963"
"108","4267"
"109","988"
"110","1766"
"111","2091"
"112","3438"
"113","1147"
"114","1668"
"115","2239"
"116","345"
"117","1479"
"118","4944"
"119","4870"
"120","2124"
"121","3321"
"122","4121"
"123","2534"
"124","3840"
"125","2329"
"126","2158"
"127","3314"
"128","2543"
"129","2605"
"130","609"
"131","2025"
"132","3968"
"133","4919"
"134","995"
"135","383"
"136","626"
"137","962"
"138","4881"
"139","474"
"140","1326"
"141","4185"
"142","1299"
"143","1235"
"144","1230"
"145","3516"
"146","4829"
"147","3583"
"148","3804"
"149","4424"
"150","1335"
"151","554"
"152","1339"
"153","2857"
"154","439"
"155","4111"
"156","1834"
"157","4086"
"158","4039"
"159","773"
"160","23"
"161","4818"
"162","920"
"163","1593"
"164","3888"
"165","1202"
"166","4661"
"167","4996"
"168","3164"
"169","1312"
"170","781"
"171","1058"
"172","3208"
"173","4027"
"174","4320"
"175","3158"
"176","4398"
"177","97"
"178","4298"
"179","661"
"180","3920"
"181","2978"
"182","2782"
"183","1982"
"184","3482"
"185","4778"
"186","4130"
"187","2754"
"188","1014"
"189","4314"
"190","24"
"191","837"
"192","544"
"193","1555"
"194","884"
"195","1393"
"196","2177"
"197","1537"
"198","2377"
"199","2940"
"200","4762"
"201","384"
"202","1799"
"203","702"
"204","4286"
"205","2318"
"206","439"
"207","2425"
"208","3218"
"209","3117"
"210","4791"
"211","2060"
"212","369"
"213","3714"
"214","1688"
"215","3974"
"216","4687"
"217","4423"
"218","3724"
