"numero de elemento","elemento"
"2999","4999"
"2998","4996"
"2997","4996"
"2996","4995"
"2995","4992"
"2994","4991"
"2993","4991"
"2992","4989"
"2991","4988"
"2990","4983"
"2989","4980"
"2988","4980"
"2987","4979"
"2986","4974"
"2985","4972"
"2984","4971"
"2983","4968"
"2982","4964"
"2981","4962"
"2980","4961"
"2979","4961"
"2978","4959"
"2977","4957"
"2976","4957"
"2975","4951"
"2974","4948"
"2973","4947"
"2972","4947"
"2971","4947"
"2970","4947"
"2969","4946"
"2968","4944"
"2967","4944"
"2966","4941"
"2965","4939"
"2964","4936"
"2963","4931"
"2962","4927"
"2961","4927"
"2960","4923"
"2959","4922"
"2958","4922"
"2957","4918"
"2956","4914"
"2955","4913"
"2954","4910"
"2953","4908"
"2952","4907"
"2951","4903"
"2950","4902"
"2949","4896"
"2948","4896"
"2947","4893"
"2946","4893"
"2945","4892"
"2944","4889"
"2943","4888"
"2942","4888"
"2941","4884"
"2940","4882"
"2939","4880"
"2938","4879"
"2937","4876"
"2936","4876"
"2935","4874"
"2934","4872"
"2933","4872"
"2932","4871"
"2931","4868"
"2930","4865"
"2929","4865"
"2928","4864"
"2927","4863"
"2926","4858"
"2925","4856"
"2924","4855"
"2923","4853"
"2922","4853"
"2921","4852"
"2920","4851"
"2919","4845"
"2918","4844"
"2917","4842"
"2916","4842"
"2915","4841"
"2914","4839"
"2913","4837"
"2912","4836"
"2911","4835"
"2910","4834"
"2909","4833"
"2908","4832"
"2907","4830"
"2906","4829"
"2905","4829"
"2904","4828"
"2903","4827"
"2902","4826"
"2901","4825"
"2900","4821"
"2899","4821"
"2898","4820"
"2897","4816"
"2896","4815"
"2895","4814"
"2894","4814"
"2893","4812"
"2892","4809"
"2891","4807"
"2890","4807"
"2889","4806"
"2888","4803"
"2887","4802"
"2886","4801"
"2885","4796"
"2884","4794"
"2883","4794"
"2882","4793"
"2881","4792"
"2880","4791"
"2879","4786"
"2878","4783"
"2877","4782"
"2876","4781"
"2875","4779"
"2874","4778"
"2873","4777"
"2872","4777"
"2871","4777"
"2870","4777"
"2869","4777"
"2868","4776"
"2867","4774"
"2866","4774"
"2865","4772"
"2864","4768"
"2863","4765"
"2862","4764"
"2861","4763"
"2860","4763"
"2859","4756"
"2858","4755"
"2857","4754"
"2856","4754"
"2855","4753"
"2854","4748"
"2853","4746"
"2852","4746"
"2851","4744"
"2850","4744"
"2849","4744"
"2848","4742"
"2847","4742"
"2846","4740"
"2845","4738"
"2844","4738"
"2843","4737"
"2842","4734"
"2841","4733"
"2840","4732"
"2839","4730"
"2838","4729"
"2837","4727"
"2836","4727"
"2835","4727"
"2834","4726"
"2833","4724"
"2832","4724"
"2831","4722"
"2830","4722"
"2829","4720"
"2828","4718"
"2827","4717"
"2826","4716"
"2825","4715"
"2824","4715"
"2823","4714"
"2822","4713"
"2821","4713"
"2820","4710"
"2819","4706"
"2818","4701"
"2817","4700"
"2816","4699"
"2815","4698"
"2814","4692"
"2813","4689"
"2812","4685"
"2811","4684"
"2810","4684"
"2809","4683"
"2808","4681"
"2807","4678"
"2806","4678"
"2805","4678"
"2804","4676"
"2803","4676"
"2802","4674"
"2801","4673"
"2800","4664"
"2799","4664"
"2798","4663"
"2797","4661"
"2796","4661"
"2795","4657"
"2794","4657"
"2793","4654"
"2792","4650"
"2791","4650"
"2790","4648"
"2789","4648"
"2788","4646"
"2787","4645"
"2786","4645"
"2785","4644"
"2784","4643"
"2783","4643"
"2782","4642"
"2781","4641"
"2780","4641"
"2779","4640"
"2778","4639"
"2777","4638"
"2776","4628"
"2775","4628"
"2774","4628"
"2773","4627"
"2772","4625"
"2771","4623"
"2770","4623"
"2769","4622"
"2768","4618"
"2767","4617"
"2766","4615"
"2765","4615"
"2764","4615"
"2763","4614"
"2762","4613"
"2761","4613"
"2760","4612"
"2759","4611"
"2758","4608"
"2757","4607"
"2756","4606"
"2755","4605"
"2754","4605"
"2753","4604"
"2752","4603"
"2751","4600"
"2750","4599"
"2749","4599"
"2748","4593"
"2747","4588"
"2746","4588"
"2745","4588"
"2744","4587"
"2743","4585"
"2742","4583"
"2741","4583"
"2740","4582"
"2739","4582"
"2738","4579"
"2737","4578"
"2736","4578"
"2735","4577"
"2734","4576"
"2733","4574"
"2732","4573"
"2731","4567"
"2730","4567"
"2729","4563"
"2728","4560"
"2727","4560"
"2726","4559"
"2725","4559"
"2724","4556"
"2723","4552"
"2722","4549"
"2721","4549"
"2720","4546"
"2719","4544"
"2718","4543"
"2717","4542"
"2716","4541"
"2715","4540"
"2714","4538"
"2713","4538"
"2712","4531"
"2711","4528"
"2710","4528"
"2709","4528"
"2708","4526"
"2707","4522"
"2706","4522"
"2705","4522"
"2704","4519"
"2703","4518"
"2702","4516"
"2701","4514"
"2700","4509"
"2699","4508"
"2698","4507"
"2697","4504"
"2696","4499"
"2695","4497"
"2694","4497"
"2693","4495"
"2692","4494"
"2691","4493"
"2690","4492"
"2689","4490"
"2688","4488"
"2687","4488"
"2686","4487"
"2685","4487"
"2684","4486"
"2683","4486"
"2682","4485"
"2681","4481"
"2680","4479"
"2679","4479"
"2678","4478"
"2677","4475"
"2676","4473"
"2675","4472"
"2674","4472"
"2673","4472"
"2672","4471"
"2671","4469"
"2670","4465"
"2669","4463"
"2668","4457"
"2667","4456"
"2666","4453"
"2665","4453"
"2664","4451"
"2663","4449"
"2662","4447"
"2661","4446"
"2660","4446"
"2659","4446"
"2658","4441"
"2657","4435"
"2656","4432"
"2655","4429"
"2654","4428"
"2653","4427"
"2652","4427"
"2651","4427"
"2650","4427"
"2649","4426"
"2648","4424"
"2647","4424"
"2646","4424"
"2645","4424"
"2644","4423"
"2643","4422"
"2642","4422"
"2641","4420"
"2640","4420"
"2639","4420"
"2638","4419"
"2637","4418"
"2636","4418"
"2635","4417"
"2634","4416"
"2633","4415"
"2632","4413"
"2631","4412"
"2630","4411"
"2629","4410"
"2628","4410"
"2627","4409"
"2626","4409"
"2625","4408"
"2624","4407"
"2623","4407"
"2622","4405"
"2621","4399"
"2620","4392"
"2619","4389"
"2618","4386"
"2617","4386"
"2616","4385"
"2615","4385"
"2614","4382"
"2613","4378"
"2612","4375"
"2611","4373"
"2610","4373"
"2609","4371"
"2608","4371"
"2607","4367"
"2606","4363"
"2605","4360"
"2604","4359"
"2603","4355"
"2602","4354"
"2601","4353"
"2600","4353"
"2599","4352"
"2598","4352"
"2597","4350"
"2596","4349"
"2595","4347"
"2594","4345"
"2593","4345"
"2592","4341"
"2591","4340"
"2590","4339"
"2589","4338"
"2588","4338"
"2587","4335"
"2586","4333"
"2585","4332"
"2584","4331"
"2583","4331"
"2582","4330"
"2581","4329"
"2580","4324"
"2579","4324"
"2578","4322"
"2577","4322"
"2576","4320"
"2575","4320"
"2574","4320"
"2573","4319"
"2572","4314"
"2571","4314"
"2570","4312"
"2569","4312"
"2568","4311"
"2567","4310"
"2566","4309"
"2565","4307"
"2564","4307"
"2563","4306"
"2562","4304"
"2561","4302"
"2560","4300"
"2559","4299"
"2558","4297"
"2557","4296"
"2556","4294"
"2555","4293"
"2554","4292"
"2553","4291"
"2552","4289"
"2551","4286"
"2550","4284"
"2549","4280"
"2548","4278"
"2547","4276"
"2546","4272"
"2545","4271"
"2544","4268"
"2543","4268"
"2542","4267"
"2541","4267"
"2540","4265"
"2539","4265"
"2538","4262"
"2537","4260"
"2536","4257"
"2535","4251"
"2534","4248"
"2533","4246"
"2532","4245"
"2531","4244"
"2530","4243"
"2529","4242"
"2528","4242"
"2527","4241"
"2526","4239"
"2525","4238"
"2524","4236"
"2523","4236"
"2522","4236"
"2521","4232"
"2520","4229"
"2519","4228"
"2518","4227"
"2517","4226"
"2516","4226"
"2515","4225"
"2514","4224"
"2513","4222"
"2512","4221"
"2511","4221"
"2510","4219"
"2509","4215"
"2508","4215"
"2507","4212"
"2506","4211"
"2505","4210"
"2504","4208"
"2503","4204"
"2502","4204"
"2501","4203"
"2500","4200"
"2499","4200"
"2498","4199"
"2497","4197"
"2496","4190"
"2495","4190"
"2494","4190"
"2493","4188"
"2492","4188"
"2491","4187"
"2490","4186"
"2489","4185"
"2488","4181"
"2487","4178"
"2486","4176"
"2485","4174"
"2484","4173"
"2483","4173"
"2482","4170"
"2481","4169"
"2480","4169"
"2479","4168"
"2478","4164"
"2477","4161"
"2476","4161"
"2475","4158"
"2474","4156"
"2473","4154"
"2472","4153"
"2471","4153"
"2470","4152"
"2469","4150"
"2468","4150"
"2467","4148"
"2466","4146"
"2465","4145"
"2464","4144"
"2463","4140"
"2462","4139"
"2461","4138"
"2460","4135"
"2459","4131"
"2458","4130"
"2457","4129"
"2456","4127"
"2455","4125"
"2454","4124"
"2453","4122"
"2452","4119"
"2451","4116"
"2450","4114"
"2449","4113"
"2448","4112"
"2447","4111"
"2446","4110"
"2445","4108"
"2444","4106"
"2443","4103"
"2442","4103"
"2441","4103"
"2440","4103"
"2439","4101"
"2438","4098"
"2437","4097"
"2436","4096"
"2435","4096"
"2434","4095"
"2433","4094"
"2432","4094"
"2431","4090"
"2430","4088"
"2429","4087"
"2428","4086"
"2427","4086"
"2426","4086"
"2425","4080"
"2424","4079"
"2423","4078"
"2422","4077"
"2421","4076"
"2420","4076"
"2419","4076"
"2418","4076"
"2417","4074"
"2416","4072"
"2415","4069"
"2414","4068"
"2413","4058"
"2412","4054"
"2411","4050"
"2410","4048"
"2409","4047"
"2408","4045"
"2407","4041"
"2406","4040"
"2405","4038"
"2404","4038"
"2403","4036"
"2402","4035"
"2401","4034"
"2400","4032"
"2399","4031"
"2398","4031"
"2397","4031"
"2396","4030"
"2395","4030"
"2394","4026"
"2393","4025"
"2392","4025"
"2391","4025"
"2390","4024"
"2389","4022"
"2388","4020"
"2387","4019"
"2386","4017"
"2385","4017"
"2384","4016"
"2383","4015"
"2382","4015"
"2381","4012"
"2380","4011"
"2379","4007"
"2378","4005"
"2377","4003"
"2376","4003"
"2375","4002"
"2374","4000"
"2373","3995"
"2372","3994"
"2371","3993"
"2370","3991"
"2369","3991"
"2368","3988"
"2367","3983"
"2366","3983"
"2365","3983"
"2364","3983"
"2363","3982"
"2362","3982"
"2361","3980"
"2360","3980"
"2359","3978"
"2358","3976"
"2357","3975"
"2356","3974"
"2355","3973"
"2354","3972"
"2353","3968"
