"numero de elemento","elemento"
"0","458"
"1","2943"
"2","3351"
"3","5429"
"4","9600"
"5","1427"
"6","8767"
"7","5647"
"8","8769"
"9","4263"
"10","7804"
"11","1809"
"12","3169"
"13","166"
"14","619"
"15","5216"
"16","4342"
"17","3343"
"18","1343"
"19","8370"
"20","3154"
"21","8126"
"22","8302"
"23","465"
"24","3453"
"25","3398"
"26","6968"
"27","7831"
"28","8881"
"29","7422"
"30","4946"
"31","2236"
"32","8399"
"33","357"
"34","8449"
"35","9386"
"36","1951"
"37","2467"
"38","3394"
"39","1033"
"40","468"
"41","2013"
"42","774"
"43","3020"
"44","8398"
"45","7012"
"46","7403"
"47","8198"
"48","4473"
"49","4635"
"50","5078"
"51","3770"
"52","7091"
"53","4564"
"54","5099"
"55","5615"
"56","5387"
"57","2646"
"58","4543"
"59","9388"
"60","4901"
"61","492"
"62","5157"
"63","2437"
"64","4474"
"65","7373"
"66","6341"
"67","9154"
"68","2924"
"69","8003"
"70","8507"
"71","4056"
"72","3766"
"73","5002"
"74","6091"
"75","903"
"76","9378"
"77","5144"
"78","7090"
"79","8768"
"80","5253"
"81","5587"
"82","3991"
"83","1568"
"84","9605"
"85","3587"
"86","1665"
"87","8413"
"88","8890"
"89","3526"
"90","6834"
"91","8347"
"92","4050"
"93","4281"
"94","8305"
"95","1084"
"96","5343"
"97","1674"
"98","7030"
"99","8770"
"100","5323"
"101","5479"
"102","1454"
"103","6466"
"104","5196"
"105","3170"
"106","5918"
"107","7735"
"108","2018"
"109","6388"
"110","7443"
"111","4640"
"112","6348"
"113","9210"
"114","2072"
"115","1112"
"116","4315"
"117","5649"
"118","8610"
"119","9135"
"120","3055"
"121","2266"
"122","3782"
"123","9145"
"124","2701"
"125","4249"
"126","9050"
"127","5363"
"128","4594"
"129","5392"
"130","3336"
"131","7166"
"132","9601"
"133","4131"
"134","5966"
"135","9210"
"136","8808"
"137","3336"
"138","611"
"139","7520"
"140","6641"
"141","8061"
"142","6868"
"143","2172"
"144","6964"
"145","4021"
"146","4076"
"147","693"
"148","842"
"149","6336"
"150","7587"
"151","5866"
"152","6476"
"153","5270"
"154","1421"
"155","3994"
"156","1994"
"157","2656"
"158","9443"
"159","2272"
"160","2951"
"161","5716"
"162","3055"
"163","2442"
"164","81"
"165","5931"
"166","1984"
"167","4340"
"168","7807"
"169","4016"
"170","5998"
"171","6662"
"172","8932"
"173","5863"
"174","9239"
"175","8550"
"176","3008"
"177","1095"
"178","8744"
"179","7211"
"180","4085"
"181","1765"
"182","8103"
"183","6112"
"184","6342"
"185","7135"
"186","9837"
"187","225"
"188","7052"
"189","1586"
"190","5905"
"191","3814"
"192","9874"
"193","5545"
"194","9504"
"195","3129"
"196","2880"
"197","9059"
"198","4232"
"199","4436"
"200","1958"
"201","6623"
"202","3683"
"203","2556"
"204","1934"
"205","7270"
"206","1185"
"207","6340"
"208","5748"
"209","6548"
"210","4015"
"211","5504"
"212","5425"
"213","2693"
"214","5204"
"215","503"
"216","690"
"217","2441"
"218","9385"
"219","3891"
"220","2503"
"221","1283"
"222","1448"
"223","5209"
"224","8248"
"225","3316"
"226","3213"
"227","287"
"228","2882"
"229","5342"
"230","2442"
"231","4207"
"232","4607"
"233","9592"
"234","8775"
"235","5831"
"236","1492"
"237","7245"
"238","6470"
"239","2633"
"240","7171"
"241","5041"
"242","8773"
"243","2246"
"244","6465"
"245","1874"
"246","6748"
"247","386"
"248","2818"
"249","2070"
"250","4438"
"251","500"
"252","1664"
"253","3351"
"254","7548"
"255","7933"
"256","6811"
"257","2056"
"258","1069"
"259","9426"
"260","7130"
"261","3874"
"262","3978"
"263","4199"
"264","7375"
"265","8895"
"266","1453"
"267","6858"
"268","6393"
"269","5522"
"270","9994"
"271","6906"
"272","355"
"273","721"
"274","7534"
"275","5058"
"276","3754"
"277","2849"
"278","1428"
"279","2229"
"280","4412"
"281","1548"
"282","118"
"283","3767"
"284","1083"
"285","2785"
"286","4913"
"287","6710"
"288","6624"
"289","4777"
"290","8353"
"291","3252"
"292","2685"
"293","5073"
"294","811"
"295","1154"
"296","6091"
"297","6761"
"298","4202"
"299","6730"
"300","8306"
"301","8776"
"302","9840"
"303","9017"
"304","7479"
"305","8121"
"306","9902"
"307","8759"
"308","3471"
"309","1158"
"310","4624"
"311","3093"
"312","7170"
"313","4847"
"314","1839"
"315","8801"
"316","8747"
"317","1479"
"318","7674"
"319","1465"
"320","684"
"321","5580"
"322","5535"
"323","6010"
"324","5358"
"325","2561"
"326","9842"
"327","9651"
"328","3701"
"329","1497"
"330","5584"
"331","6283"
"332","882"
"333","9906"
"334","7182"
