"numero de elemento","elemento"
"3999","5998"
"3998","5997"
"3997","5997"
"3996","5996"
"3995","5995"
"3994","5994"
"3993","5993"
"3992","5993"
"3991","5992"
"3990","5990"
"3989","5988"
"3988","5987"
"3987","5984"
"3986","5979"
"3985","5978"
"3984","5978"
"3983","5978"
"3982","5975"
"3981","5975"
"3980","5973"
"3979","5972"
"3978","5968"
"3977","5968"
"3976","5965"
"3975","5964"
"3974","5964"
"3973","5964"
"3972","5963"
"3971","5960"
"3970","5960"
"3969","5960"
"3968","5958"
"3967","5956"
"3966","5956"
"3965","5955"
"3964","5955"
"3963","5952"
"3962","5949"
"3961","5947"
"3960","5947"
"3959","5947"
"3958","5946"
"3957","5945"
"3956","5945"
"3955","5945"
"3954","5944"
"3953","5944"
"3952","5943"
"3951","5938"
"3950","5938"
"3949","5937"
"3948","5936"
"3947","5934"
"3946","5934"
"3945","5933"
"3944","5929"
"3943","5928"
"3942","5927"
"3941","5927"
"3940","5926"
"3939","5925"
"3938","5925"
"3937","5924"
"3936","5921"
"3935","5920"
"3934","5920"
"3933","5915"
"3932","5911"
"3931","5907"
"3930","5907"
"3929","5904"
"3928","5898"
"3927","5898"
"3926","5897"
"3925","5896"
"3924","5890"
"3923","5890"
"3922","5889"
"3921","5888"
"3920","5886"
"3919","5885"
"3918","5884"
"3917","5883"
"3916","5883"
"3915","5883"
"3914","5881"
"3913","5880"
"3912","5880"
"3911","5879"
"3910","5877"
"3909","5877"
"3908","5875"
"3907","5875"
"3906","5874"
"3905","5874"
"3904","5874"
"3903","5874"
"3902","5872"
"3901","5871"
"3900","5871"
"3899","5871"
"3898","5870"
"3897","5870"
"3896","5870"
"3895","5869"
"3894","5869"
"3893","5868"
"3892","5867"
"3891","5861"
"3890","5860"
"3889","5858"
"3888","5857"
"3887","5857"
"3886","5855"
"3885","5854"
"3884","5853"
"3883","5850"
"3882","5846"
"3881","5846"
"3880","5843"
"3879","5842"
"3878","5842"
"3877","5841"
"3876","5835"
"3875","5834"
"3874","5833"
"3873","5833"
"3872","5832"
"3871","5830"
"3870","5828"
"3869","5825"
"3868","5825"
"3867","5823"
"3866","5822"
"3865","5821"
"3864","5820"
"3863","5819"
"3862","5818"
"3861","5815"
"3860","5814"
"3859","5814"
"3858","5811"
"3857","5808"
"3856","5807"
"3855","5803"
"3854","5802"
"3853","5802"
"3852","5797"
"3851","5797"
"3850","5797"
"3849","5796"
"3848","5796"
"3847","5795"
"3846","5795"
"3845","5793"
"3844","5789"
"3843","5788"
"3842","5787"
"3841","5787"
"3840","5784"
"3839","5784"
"3838","5783"
"3837","5781"
"3836","5781"
"3835","5781"
"3834","5780"
"3833","5777"
"3832","5772"
"3831","5771"
"3830","5770"
"3829","5769"
"3828","5765"
"3827","5764"
"3826","5762"
"3825","5761"
"3824","5759"
"3823","5758"
"3822","5757"
"3821","5755"
"3820","5753"
"3819","5752"
"3818","5752"
"3817","5752"
"3816","5749"
"3815","5746"
"3814","5745"
"3813","5744"
"3812","5739"
"3811","5738"
"3810","5735"
"3809","5734"
"3808","5733"
"3807","5732"
"3806","5732"
"3805","5731"
"3804","5730"
"3803","5730"
"3802","5730"
"3801","5728"
"3800","5727"
"3799","5727"
"3798","5727"
"3797","5724"
"3796","5723"
"3795","5723"
"3794","5722"
"3793","5722"
"3792","5720"
"3791","5719"
"3790","5719"
"3789","5717"
"3788","5717"
"3787","5716"
"3786","5710"
"3785","5709"
"3784","5706"
"3783","5705"
"3782","5704"
"3781","5703"
"3780","5703"
"3779","5699"
"3778","5696"
"3777","5696"
"3776","5693"
"3775","5692"
"3774","5692"
"3773","5689"
"3772","5689"
"3771","5687"
"3770","5686"
"3769","5684"
"3768","5683"
"3767","5681"
"3766","5680"
"3765","5679"
"3764","5672"
"3763","5672"
"3762","5672"
"3761","5672"
"3760","5671"
"3759","5668"
"3758","5668"
"3757","5666"
"3756","5664"
"3755","5663"
"3754","5663"
"3753","5659"
"3752","5659"
"3751","5659"
"3750","5658"
"3749","5658"
"3748","5658"
"3747","5657"
"3746","5650"
"3745","5649"
"3744","5649"
"3743","5647"
"3742","5645"
"3741","5644"
"3740","5643"
"3739","5643"
"3738","5642"
"3737","5641"
"3736","5639"
"3735","5638"
"3734","5637"
"3733","5636"
"3732","5634"
"3731","5633"
"3730","5631"
"3729","5631"
"3728","5630"
"3727","5629"
"3726","5627"
"3725","5625"
"3724","5622"
"3723","5621"
"3722","5620"
"3721","5619"
"3720","5617"
"3719","5615"
"3718","5613"
"3717","5610"
"3716","5610"
"3715","5609"
"3714","5607"
"3713","5607"
"3712","5607"
"3711","5606"
"3710","5604"
"3709","5604"
"3708","5601"
"3707","5601"
"3706","5600"
"3705","5595"
"3704","5594"
"3703","5594"
"3702","5594"
"3701","5591"
"3700","5588"
"3699","5588"
"3698","5588"
"3697","5585"
"3696","5585"
"3695","5583"
"3694","5579"
"3693","5579"
"3692","5577"
"3691","5574"
"3690","5574"
"3689","5573"
"3688","5572"
"3687","5571"
"3686","5569"
"3685","5568"
"3684","5566"
"3683","5562"
"3682","5558"
"3681","5557"
"3680","5557"
"3679","5556"
"3678","5555"
"3677","5554"
"3676","5553"
"3675","5553"
"3674","5552"
"3673","5550"
"3672","5549"
"3671","5548"
"3670","5541"
"3669","5538"
"3668","5535"
"3667","5535"
"3666","5534"
"3665","5531"
"3664","5531"
"3663","5531"
"3662","5527"
"3661","5527"
"3660","5527"
"3659","5527"
"3658","5524"
"3657","5522"
"3656","5521"
"3655","5521"
"3654","5520"
"3653","5520"
"3652","5519"
"3651","5516"
"3650","5515"
"3649","5514"
"3648","5514"
"3647","5511"
"3646","5507"
