"numero de elemento","elemento"
"0","727"
"1","351"
"2","1150"
"3","1123"
"4","496"
"5","1252"
"6","1737"
"7","702"
"8","1968"
"9","438"
"10","573"
"11","1674"
"12","1822"
"13","342"
"14","1504"
"15","1527"
"16","1090"
"17","1522"
"18","1057"
"19","1933"
"20","626"
"21","284"
"22","2454"
"23","1462"
"24","507"
"25","2323"
"26","454"
"27","2228"
"28","507"
"29","1863"
"30","741"
"31","2174"
"32","2123"
"33","1083"
"34","1044"
"35","1413"
"36","2260"
"37","1332"
"38","1592"
"39","2319"
"40","639"
"41","12"
"42","1197"
"43","1636"
"44","77"
"45","956"
"46","795"
"47","1338"
"48","729"
"49","1431"
"50","269"
"51","1415"
"52","2141"
"53","585"
"54","354"
"55","1925"
"56","2481"
"57","1037"
"58","168"
"59","1946"
"60","1906"
"61","440"
"62","1661"
"63","1113"
"64","2010"
"65","606"
"66","1228"
"67","350"
"68","2222"
"69","1227"
"70","2022"
"71","293"
"72","2493"
"73","1590"
"74","2499"
"75","750"
"76","153"
"77","982"
"78","2190"
"79","1686"
"80","749"
"81","2450"
"82","58"
"83","306"
"84","1412"
"85","411"
"86","1682"
"87","691"
"88","640"
"89","2194"
"90","747"
"91","1345"
"92","1075"
"93","1071"
"94","2459"
"95","1268"
"96","1304"
"97","1734"
"98","1826"
"99","288"
"100","2167"
"101","2228"
"102","2478"
"103","1188"
"104","579"
"105","1862"
"106","836"
"107","827"
"108","1229"
"109","1974"
"110","2192"
"111","541"
"112","2005"
"113","424"
"114","398"
"115","577"
"116","1129"
"117","2473"
"118","318"
"119","1720"
"120","1625"
"121","102"
"122","743"
"123","2465"
"124","2186"
"125","1935"
"126","1174"
"127","1710"
"128","1060"
"129","150"
"130","2470"
"131","1648"
"132","392"
"133","1027"
"134","92"
"135","1800"
"136","1352"
"137","847"
"138","2447"
"139","300"
"140","1389"
"141","799"
"142","1678"
"143","2220"
"144","1486"
"145","183"
"146","830"
"147","364"
"148","366"
"149","195"
"150","2119"
"151","339"
"152","868"
"153","1324"
"154","2396"
"155","1278"
"156","868"
"157","1168"
"158","1195"
"159","1181"
"160","1135"
"161","1981"
"162","2043"
"163","2183"
"164","1555"
"165","389"
"166","288"
"167","1828"
"168","1769"
"169","284"
"170","1386"
"171","2079"
"172","1312"
"173","178"
"174","286"
"175","2162"
"176","1119"
"177","2108"
"178","842"
"179","1596"
"180","2432"
"181","641"
"182","128"
"183","2105"
"184","532"
"185","622"
"186","1373"
"187","1873"
"188","2327"
"189","199"
"190","1624"
"191","598"
"192","1968"
"193","812"
"194","1030"
"195","856"
"196","1826"
"197","1818"
"198","1031"
"199","57"
"200","1769"
