"numero de elemento","elemento"
"499","1999"
"498","1995"
"497","1986"
"496","1985"
"495","1983"
"494","1981"
"493","1977"
"492","1976"
"491","1974"
"490","1969"
"489","1968"
"488","1968"
"487","1967"
"486","1961"
"485","1957"
"484","1953"
"483","1941"
"482","1939"
"481","1935"
"480","1921"
"479","1921"
"478","1905"
"477","1902"
"476","1900"
"475","1893"
"474","1891"
"473","1888"
"472","1888"
"471","1886"
"470","1872"
"469","1871"
"468","1871"
"467","1866"
"466","1857"
"465","1853"
"464","1851"
"463","1851"
"462","1843"
"461","1840"
"460","1837"
"459","1835"
"458","1835"
"457","1828"
"456","1824"
"455","1823"
"454","1812"
"453","1810"
"452","1808"
"451","1803"
"450","1796"
"449","1791"
"448","1788"
"447","1784"
"446","1770"
"445","1767"
"444","1763"
"443","1754"
"442","1745"
"441","1743"
"440","1740"
"439","1732"
"438","1732"
"437","1730"
"436","1728"
"435","1725"
"434","1723"
"433","1717"
"432","1714"
"431","1708"
"430","1700"
"429","1687"
"428","1681"
"427","1680"
"426","1678"
"425","1671"
"424","1666"
"423","1664"
"422","1659"
"421","1658"
"420","1657"
"419","1652"
"418","1651"
"417","1645"
"416","1644"
"415","1637"
"414","1635"
"413","1634"
"412","1628"
"411","1627"
"410","1626"
"409","1619"
"408","1615"
"407","1614"
"406","1600"
"405","1595"
"404","1592"
"403","1585"
"402","1583"
"401","1577"
"400","1571"
"399","1568"
"398","1568"
"397","1568"
"396","1566"
"395","1565"
"394","1564"
"393","1560"
"392","1558"
"391","1557"
"390","1553"
"389","1552"
"388","1552"
"387","1546"
"386","1542"
"385","1541"
"384","1534"
"383","1533"
"382","1532"
"381","1531"
"380","1529"
"379","1518"
"378","1513"
"377","1508"
"376","1508"
"375","1504"
"374","1502"
"373","1493"
"372","1492"
"371","1492"
"370","1488"
"369","1487"
"368","1473"
"367","1472"
"366","1468"
"365","1463"
"364","1455"
"363","1448"
"362","1441"
"361","1440"
"360","1439"
"359","1437"
"358","1429"
"357","1418"
"356","1414"
"355","1413"
"354","1411"
"353","1403"
"352","1395"
"351","1394"
"350","1392"
"349","1391"
