"numero de elemento","elemento"
"0","11037"
"1","12493"
"2","12709"
"3","2254"
"4","15390"
"5","586"
"6","12107"
"7","13297"
"8","4308"
"9","13270"
"10","12387"
"11","235"
"12","9124"
"13","4011"
"14","13892"
"15","16885"
"16","16634"
"17","10065"
"18","1387"
"19","17364"
"20","4526"
"21","1338"
"22","4365"
"23","4095"
"24","10249"
"25","1915"
"26","12364"
"27","1479"
"28","16833"
"29","2183"
"30","6533"
"31","263"
"32","3776"
"33","6665"
"34","6790"
"35","18633"
"36","10979"
"37","6910"
"38","16700"
"39","17811"
"40","12478"
"41","9644"
"42","1258"
"43","3052"
"44","18589"
"45","2595"
"46","18518"
"47","5487"
"48","12101"
"49","8367"
"50","5885"
"51","19851"
"52","4504"
"53","19735"
"54","10823"
"55","17428"
"56","15864"
"57","5877"
"58","8213"
"59","12906"
"60","18243"
"61","13362"
"62","15671"
"63","11619"
"64","1404"
"65","2877"
"66","18938"
"67","1336"
"68","14730"
"69","18856"
"70","7710"
"71","15785"
"72","13754"
"73","13888"
"74","6246"
"75","12014"
"76","8800"
"77","11783"
"78","6025"
"79","6139"
"80","17339"
"81","111"
"82","7941"
"83","5870"
"84","3478"
"85","19989"
"86","14867"
"87","17400"
"88","458"
"89","19447"
"90","15093"
"91","15974"
"92","8513"
"93","11443"
"94","12268"
"95","2508"
"96","2421"
"97","8030"
"98","935"
"99","14029"
"100","2455"
"101","11838"
"102","4373"
"103","5641"
"104","14220"
"105","13509"
"106","3963"
"107","1923"
"108","19890"
"109","3338"
"110","17665"
"111","653"
"112","8000"
"113","8005"
"114","4391"
"115","4914"
"116","13291"
"117","12647"
"118","10422"
"119","2784"
"120","16645"
"121","8724"
"122","4401"
"123","7825"
"124","17247"
"125","1054"
"126","11369"
"127","596"
"128","4687"
"129","7007"
"130","1647"
"131","6525"
"132","3309"
"133","5363"
"134","18533"
"135","2821"
"136","17624"
"137","13295"
"138","1166"
"139","10815"
"140","18582"
"141","2434"
"142","17380"
"143","10009"
"144","16024"
"145","7174"
"146","19240"
"147","9003"
"148","4891"
"149","13699"
"150","15091"
"151","19071"
"152","715"
"153","9313"
"154","18443"
"155","892"
"156","19906"
"157","15943"
"158","5458"
"159","19633"
"160","18222"
"161","1077"
"162","19193"
"163","15739"
"164","10129"
"165","1082"
"166","13105"
"167","17587"
"168","19842"
"169","13619"
"170","7842"
"171","215"
"172","9905"
"173","18689"
"174","8308"
"175","16467"
"176","18119"
"177","9509"
"178","10123"
"179","11308"
"180","15851"
"181","16571"
"182","13584"
"183","9"
"184","5986"
"185","19217"
"186","4361"
"187","4126"
"188","6382"
"189","3426"
"190","14475"
"191","17654"
"192","3063"
"193","17363"
"194","7846"
"195","1020"
"196","8775"
"197","6024"
"198","7679"
"199","19590"
"200","11022"
"201","9796"
"202","13083"
"203","5407"
"204","10790"
"205","10492"
"206","15414"
"207","560"
"208","11153"
"209","6359"
"210","14772"
"211","8298"
"212","639"
"213","16453"
"214","17167"
"215","16018"
"216","16492"
"217","16408"
"218","16591"
"219","12169"
"220","2246"
"221","7619"
"222","3799"
"223","6391"
"224","12108"
"225","16493"
"226","19644"
"227","4852"
"228","19249"
"229","15282"
"230","113"
"231","1747"
"232","10880"
"233","17847"
"234","11229"
"235","939"
"236","9018"
"237","18887"
"238","1454"
"239","194"
"240","14267"
"241","11247"
"242","17799"
"243","12504"
"244","8986"
"245","6995"
"246","15701"
"247","10926"
"248","10287"
"249","8299"
"250","9439"
"251","8114"
"252","2735"
"253","16797"
"254","2844"
"255","10056"
"256","6194"
"257","4024"
"258","9918"
"259","16982"
"260","14070"
"261","1770"
"262","13388"
"263","3596"
"264","13564"
"265","6719"
"266","14573"
"267","17774"
"268","5808"
"269","14870"
"270","1888"
"271","17343"
"272","6823"
"273","11746"
"274","1257"
"275","3532"
"276","7009"
"277","9338"
"278","7462"
"279","1810"
"280","15789"
"281","16701"
"282","7135"
"283","5164"
"284","1164"
"285","16838"
"286","13372"
"287","8158"
"288","1325"
"289","5575"
"290","19280"
"291","16631"
"292","13944"
"293","3685"
"294","7635"
"295","10310"
"296","7430"
"297","15152"
"298","12558"
"299","14045"
"300","11053"
"301","19773"
"302","7599"
"303","1434"
"304","7802"
"305","14210"
"306","2685"
"307","13335"
"308","10071"
"309","814"
"310","14245"
"311","16464"
"312","5036"
"313","16578"
"314","5874"
"315","16333"
"316","6561"
"317","1488"
"318","9500"
"319","14859"
"320","6498"
"321","206"
"322","6839"
"323","14603"
"324","4219"
"325","9847"
"326","13772"
"327","11318"
"328","739"
"329","7711"
"330","17669"
"331","2859"
"332","7733"
"333","2704"
"334","15617"
"335","2087"
"336","7384"
"337","12262"
"338","18823"
"339","7728"
"340","14753"
"341","8675"
"342","8984"
"343","19262"
"344","3631"
"345","2991"
"346","2525"
"347","4934"
"348","19252"
"349","12240"
"350","12703"
"351","7909"
"352","4499"
"353","15746"
"354","8918"
"355","15109"
"356","19588"
"357","10036"
"358","3129"
"359","3503"
"360","2261"
"361","11807"
"362","15924"
"363","6285"
"364","7083"
"365","3907"
"366","16824"
"367","16794"
"368","8902"
"369","13407"
"370","16812"
"371","7817"
"372","18914"
"373","14445"
"374","10273"
"375","3823"
"376","8409"
"377","15480"
"378","9795"
"379","19470"
"380","2950"
"381","4347"
"382","395"
"383","19518"
"384","6949"
"385","7767"
"386","19953"
"387","17626"
"388","503"
"389","8752"
"390","6111"
"391","12261"
"392","6049"
"393","13893"
"394","2177"
"395","12055"
"396","14707"
"397","7754"
"398","18841"
"399","13352"
"400","14054"
"401","483"
"402","1870"
"403","5783"
"404","19103"
"405","8704"
"406","357"
"407","19479"
"408","9232"
"409","10640"
"410","12520"
"411","11063"
"412","11294"
"413","419"
"414","11394"
"415","16812"
"416","12317"
"417","2400"
"418","9837"
"419","16702"
"420","10551"
"421","18431"
"422","14018"
"423","9964"
"424","3819"
"425","7588"
"426","5679"
"427","10908"
"428","14866"
"429","3544"
"430","18727"
"431","1827"
"432","14846"
"433","2054"
"434","18004"
"435","18701"
"436","10523"
"437","3791"
"438","4615"
"439","8202"
"440","16599"
"441","8491"
"442","5136"
"443","17174"
"444","19806"
"445","15709"
"446","13897"
"447","2467"
"448","3581"
"449","913"
"450","10604"
"451","8836"
"452","1896"
"453","14196"
"454","15301"
"455","19320"
"456","3256"
"457","10032"
"458","2083"
"459","2065"
"460","1932"
"461","17827"
"462","16264"
"463","6689"
"464","12304"
"465","12219"
"466","16127"
"467","2241"
"468","2587"
"469","7888"
"470","9101"
"471","6269"
"472","562"
"473","7037"
"474","10144"
"475","574"
"476","6890"
"477","3805"
"478","16004"
"479","12085"
"480","9003"
"481","11774"
"482","5108"
"483","10273"
"484","14383"
"485","10085"
"486","17006"
"487","14398"
"488","19466"
"489","17470"
"490","19359"
"491","10282"
"492","17316"
"493","14397"
"494","2462"
"495","8469"
"496","2049"
"497","15734"
"498","9685"
"499","13348"
"500","13378"
"501","15125"
"502","15801"
"503","1794"
"504","10181"
"505","19675"
"506","5050"
"507","18244"
"508","16743"
"509","10103"
"510","13078"
"511","11895"
"512","6057"
"513","11772"
"514","17737"
"515","7273"
"516","8240"
"517","16676"
"518","11327"
"519","15472"
"520","19526"
"521","10817"
"522","10281"
"523","14683"
"524","13695"
"525","15003"
"526","14190"
"527","11123"
"528","4758"
"529","7948"
"530","4985"
"531","12685"
"532","17813"
"533","11668"
"534","1488"
"535","17007"
"536","18740"
"537","17273"
"538","3141"
"539","18236"
"540","216"
"541","2302"
"542","1445"
"543","9406"
"544","4829"
"545","14623"
"546","10765"
"547","13519"
"548","19502"
"549","9254"
"550","12893"
"551","5188"
"552","3953"
"553","5998"
"554","4101"
"555","119"
"556","13632"
"557","16786"
"558","2139"
"559","18799"
"560","7121"
"561","3824"
"562","15375"
"563","17934"
"564","2136"
"565","10527"
"566","12534"
"567","17335"
"568","14914"
"569","266"
"570","706"
"571","15513"
"572","3138"
"573","10440"
"574","17971"
"575","8157"
"576","7401"
"577","8633"
"578","19110"
"579","11080"
"580","14446"
"581","2912"
"582","10347"
"583","18669"
"584","19373"
"585","14264"
"586","3157"
"587","18418"
"588","10092"
"589","12180"
